profile,layer,channel,tau
reverse,3,93,1.3072186708450317
reverse,3,94,4.412506103515625
reverse,3,95,2.639744758605957
reverse,3,96,8.447911262512207
reverse,3,97,7.1991472244262695
reverse,3,98,1.100000023841858
reverse,3,99,8.873617172241211
reverse,3,100,2.308180332183838
reverse,3,101,2.5811028480529785
reverse,3,102,2.37747859954834
reverse,3,103,2.8890533447265625
reverse,3,104,3.733092784881592
reverse,3,105,3.067080497741699
reverse,3,106,3.8214404582977295
reverse,3,107,2.4666895866394043
reverse,3,108,9.403299331665039
reverse,3,109,3.0394530296325684
reverse,3,110,1.1704305410385132
reverse,3,111,4.495866298675537
reverse,3,112,2.5741732120513916
reverse,3,113,4.486078262329102
reverse,3,114,2.200632333755493
reverse,3,115,9.452105522155762
reverse,3,116,3.32865834236145
reverse,3,117,5.093608379364014
reverse,3,118,4.271238803863525
reverse,3,119,2.9165802001953125
reverse,3,120,2.963974714279175
reverse,3,121,2.949509859085083
reverse,3,122,3.5177862644195557
reverse,3,123,2.718369722366333
reverse,3,124,4.053164482116699
reverse,3,125,5.5627617835998535
reverse,3,126,3.808814525604248
reverse,3,127,1.1188435554504395
reverse,3,128,7.303901195526123
reverse,4,1,1.100000023841858
reverse,4,2,1.4310109615325928
reverse,4,3,1.2231632471084595
reverse,4,4,8.046889305114746
reverse,4,5,1.123597264289856
reverse,4,6,5.602977752685547
reverse,4,7,7.248574256896973
reverse,4,8,7.282726287841797
reverse,4,9,2.781798839569092
reverse,4,10,1.100000023841858
reverse,4,11,8.179967880249023
reverse,4,12,2.640049934387207
reverse,4,13,4.876011371612549
reverse,4,14,1.1601178646087646
reverse,4,15,7.570058822631836
reverse,4,16,7.5817060470581055
reverse,4,17,7.252774715423584
reverse,4,18,1.5761735439300537
reverse,4,19,1.586801528930664
reverse,4,20,1.1338194608688354
reverse,4,21,1.3380752801895142
reverse,4,22,1.2959996461868286
reverse,4,23,1.100000023841858
reverse,4,24,3.461425542831421
reverse,4,25,1.2687119245529175
reverse,4,26,1.1550037860870361
reverse,4,27,1.142849087715149
reverse,4,28,1.6087779998779297
reverse,4,29,5.864048957824707
reverse,4,30,1.4825403690338135
reverse,4,31,7.994166851043701
reverse,4,32,6.811088562011719
reverse,4,33,3.0020017623901367
reverse,4,34,1.4012528657913208
reverse,4,35,6.584397315979004
reverse,4,36,5.80553674697876
reverse,4,37,8.476775169372559
reverse,4,38,2.2804627418518066
reverse,4,39,6.9406867027282715
reverse,4,40,8.130555152893066
reverse,4,41,1.100000023841858
reverse,4,42,1.2187727689743042
reverse,4,43,1.2048418521881104
reverse,4,44,5.585201740264893
reverse,4,45,1.3035351037979126
reverse,4,46,1.7369238138198853
reverse,4,47,1.334850788116455
reverse,4,48,1.1659640073776245
reverse,4,49,1.5710179805755615
reverse,4,50,6.860430717468262
reverse,4,51,1.100000023841858
reverse,4,52,1.5765284299850464
reverse,4,53,6.8352460861206055
reverse,4,54,2.4299964904785156
reverse,4,55,7.157447338104248
reverse,4,56,1.100000023841858
reverse,4,57,1.100000023841858
reverse,4,58,1.2858699560165405
reverse,4,59,2.764275074005127
reverse,4,60,7.125943660736084
reverse,4,61,6.279004096984863
reverse,4,62,1.100000023841858
reverse,4,63,1.1254405975341797
reverse,4,64,6.716888904571533
reverse,4,65,7.092413902282715
reverse,4,66,7.050970077514648
reverse,4,67,1.1566451787948608
reverse,4,68,4.049561977386475
reverse,4,69,1.1230698823928833
reverse,4,70,7.835298538208008
reverse,4,71,1.290245771408081
reverse,4,72,5.970831394195557
reverse,4,73,6.66375732421875
reverse,4,74,1.1097214221954346
reverse,4,75,3.0955276489257812
reverse,4,76,2.642841339111328
reverse,4,77,1.1796497106552124
reverse,4,78,2.1451897621154785
reverse,4,79,7.817159175872803
reverse,4,80,7.6900224685668945
reverse,4,81,6.096041202545166
reverse,4,82,3.720012664794922
reverse,4,83,1.3643888235092163
reverse,4,84,5.574868202209473
reverse,4,85,6.944481372833252
reverse,4,86,7.022247791290283
reverse,4,87,1.1228238344192505
reverse,4,88,1.9942840337753296
reverse,4,89,1.1425715684890747
reverse,4,90,6.195405006408691
reverse,4,91,5.833749294281006
reverse,4,92,7.312407493591309
reverse,4,93,1.4565569162368774
reverse,4,94,8.316906929016113
reverse,4,95,7.220015048980713
reverse,4,96,4.6162428855896
reverse,4,97,9.101561546325684
reverse,4,98,1.4193508625030518
reverse,4,99,2.4915881156921387
reverse,4,100,1.331275224685669
reverse,4,101,1.100000023841858
reverse,4,102,7.686413764953613
reverse,4,103,2.5192229747772217
reverse,4,104,7.147130489349365
reverse,4,105,6.243563652038574
reverse,4,106,6.898850917816162
reverse,4,107,6.987607002258301
reverse,4,108,1.1065322160720825
reverse,4,109,3.1843433380126953
reverse,4,110,1.394959807395935
reverse,4,111,1.5273271799087524
reverse,4,112,2.6358652114868164
reverse,4,113,6.6602783203125
reverse,4,114,1.100000023841858
reverse,4,115,6.213057041168213
reverse,4,116,2.135244369506836
reverse,4,117,8.401213645935059
reverse,4,118,6.6320414543151855
reverse,4,119,1.653744101524353
reverse,4,120,8.427577018737793
reverse,4,121,5.378512859344482
reverse,4,122,5.06145715713501
reverse,4,123,7.470189571380615
reverse,4,124,1.1094038486480713
reverse,4,125,6.8140549659729
reverse,4,126,1.3969651460647583
reverse,4,127,1.100000023841858
reverse,4,128,7.496334552764893
fixed,1,1,3.999959945678711
fixed,1,2,3.999959945678711
fixed,1,3,3.999959945678711
fixed,1,4,3.999959945678711
fixed,1,5,3.999959945678711
fixed,1,6,3.999959945678711
fixed,1,7,3.999959945678711
fixed,1,8,3.999959945678711
fixed,1,9,3.999959945678711
fixed,1,10,3.999959945678711
fixed,1,11,3.999959945678711
fixed,1,12,3.999959945678711
fixed,1,13,3.999959945678711
fixed,1,14,3.999959945678711
fixed,1,15,3.999959945678711
fixed,1,16,3.999959945678711
fixed,1,17,3.999959945678711
fixed,1,18,3.999959945678711
fixed,1,19,3.999959945678711
fixed,1,20,3.999959945678711
fixed,1,21,3.999959945678711
fixed,1,22,3.999959945678711
fixed,1,23,3.999959945678711
fixed,1,24,3.999959945678711
fixed,1,25,3.999959945678711
fixed,1,26,3.999959945678711
fixed,1,27,3.999959945678711
fixed,1,28,3.999959945678711
fixed,1,29,3.999959945678711
fixed,1,30,3.999959945678711
fixed,1,31,3.999959945678711
fixed,1,32,3.999959945678711
fixed,2,1,3.999959945678711
fixed,2,2,3.999959945678711
fixed,2,3,3.999959945678711
fixed,2,4,3.999959945678711
fixed,2,5,3.999959945678711
fixed,2,6,3.999959945678711
fixed,2,7,3.999959945678711
fixed,2,8,3.999959945678711
fixed,2,9,3.999959945678711
fixed,2,10,3.999959945678711
fixed,2,11,3.999959945678711
fixed,2,12,3.999959945678711
fixed,2,13,3.999959945678711
fixed,2,14,3.999959945678711
fixed,2,15,3.999959945678711
fixed,2,16,3.999959945678711
fixed,2,17,3.999959945678711
fixed,2,18,3.999959945678711
fixed,2,19,3.999959945678711
fixed,2,20,3.999959945678711
fixed,2,21,3.999959945678711
fixed,2,22,3.999959945678711
fixed,2,23,3.999959945678711
fixed,2,24,3.999959945678711
fixed,2,25,3.999959945678711
fixed,2,26,3.999959945678711
fixed,2,27,3.999959945678711
fixed,2,28,3.999959945678711
fixed,2,29,3.999959945678711
fixed,2,30,3.999959945678711
fixed,2,31,3.999959945678711
fixed,2,32,3.999959945678711
fixed,2,33,3.999959945678711
fixed,2,34,3.999959945678711
fixed,2,35,3.999959945678711
fixed,2,36,3.999959945678711
fixed,2,37,3.999959945678711
fixed,2,38,3.999959945678711
fixed,2,39,3.999959945678711
fixed,2,40,3.999959945678711
fixed,2,41,3.999959945678711
fixed,2,42,3.999959945678711
fixed,2,43,3.999959945678711
fixed,2,44,3.999959945678711
fixed,2,45,3.999959945678711
fixed,2,46,3.999959945678711
fixed,2,47,3.999959945678711
fixed,2,48,3.999959945678711
fixed,2,49,3.999959945678711
fixed,2,50,3.999959945678711
fixed,2,51,3.999959945678711
fixed,2,52,3.999959945678711
fixed,2,53,3.999959945678711
fixed,2,54,3.999959945678711
fixed,2,55,3.999959945678711
fixed,2,56,3.999959945678711
fixed,2,57,3.999959945678711
fixed,2,58,3.999959945678711
fixed,2,59,3.999959945678711
fixed,2,60,3.999959945678711
fixed,2,61,3.999959945678711
fixed,2,62,3.999959945678711
fixed,2,63,3.999959945678711
fixed,2,64,3.999959945678711
fixed,3,1,3.999959945678711
fixed,3,2,3.999959945678711
fixed,3,3,3.999959945678711
fixed,3,4,3.999959945678711
fixed,3,5,3.999959945678711
fixed,3,6,3.999959945678711
fixed,3,7,3.999959945678711
fixed,3,8,3.999959945678711
fixed,3,9,3.999959945678711
fixed,3,10,3.999959945678711
fixed,3,11,3.999959945678711
fixed,3,12,3.999959945678711
fixed,3,13,3.999959945678711
fixed,3,14,3.999959945678711
fixed,3,15,3.999959945678711
fixed,3,16,3.999959945678711
fixed,3,17,3.999959945678711
fixed,3,18,3.999959945678711
fixed,3,19,3.999959945678711
fixed,3,20,3.999959945678711
fixed,3,21,3.999959945678711
fixed,3,22,3.999959945678711
fixed,3,23,3.999959945678711
fixed,3,24,3.999959945678711
fixed,3,25,3.999959945678711
fixed,3,26,3.999959945678711
fixed,3,27,3.999959945678711
fixed,3,28,3.999959945678711
fixed,3,29,3.999959945678711
fixed,3,30,3.999959945678711
fixed,3,31,3.999959945678711
fixed,3,32,3.999959945678711
fixed,3,33,3.999959945678711
fixed,3,34,3.999959945678711
fixed,3,35,3.999959945678711
fixed,3,36,3.999959945678711
fixed,3,37,3.999959945678711
fixed,3,38,3.999959945678711
fixed,3,39,3.999959945678711
fixed,3,40,3.999959945678711
fixed,3,41,3.999959945678711
fixed,3,42,3.999959945678711
fixed,3,43,3.999959945678711
fixed,3,44,3.999959945678711
fixed,3,45,3.999959945678711
fixed,3,46,3.999959945678711
fixed,3,47,3.999959945678711
fixed,3,48,3.999959945678711
fixed,3,49,3.999959945678711
fixed,3,50,3.999959945678711
fixed,3,51,3.999959945678711
fixed,3,52,3.999959945678711
fixed,3,53,3.999959945678711
fixed,3,54,3.999959945678711
fixed,3,55,3.999959945678711
fixed,3,56,3.999959945678711
fixed,3,57,3.999959945678711
fixed,3,58,3.999959945678711
fixed,3,59,3.999959945678711
fixed,3,60,3.999959945678711
fixed,3,61,3.999959945678711
fixed,3,62,3.999959945678711
fixed,3,63,3.999959945678711
fixed,3,64,3.999959945678711
fixed,3,65,3.999959945678711
fixed,3,66,3.999959945678711
fixed,3,67,3.999959945678711
fixed,3,68,3.999959945678711
fixed,3,69,3.999959945678711
fixed,3,70,3.999959945678711
fixed,3,71,3.999959945678711
fixed,3,72,3.999959945678711
fixed,3,73,3.999959945678711
fixed,3,74,3.999959945678711
fixed,3,75,3.999959945678711
fixed,3,76,3.999959945678711
fixed,3,77,3.999959945678711
fixed,3,78,3.999959945678711
fixed,3,79,3.999959945678711
fixed,3,80,3.999959945678711
fixed,3,81,3.999959945678711
fixed,3,82,3.999959945678711
fixed,3,83,3.999959945678711
fixed,3,84,3.999959945678711
fixed,3,85,3.999959945678711
fixed,3,86,3.999959945678711
fixed,3,87,3.999959945678711
fixed,3,88,3.999959945678711
fixed,3,89,3.999959945678711
fixed,3,90,3.999959945678711
fixed,3,91,3.999959945678711
fixed,3,92,3.999959945678711
fixed,3,93,3.999959945678711
fixed,3,94,3.999959945678711
fixed,3,95,3.999959945678711
fixed,3,96,3.999959945678711
fixed,3,97,3.999959945678711
fixed,3,98,3.999959945678711
fixed,3,99,3.999959945678711
fixed,3,100,3.999959945678711
fixed,3,101,3.999959945678711
fixed,3,102,3.999959945678711
fixed,3,103,3.999959945678711
fixed,3,104,3.999959945678711
fixed,3,105,3.999959945678711
fixed,3,106,3.999959945678711
fixed,3,107,3.999959945678711
fixed,3,108,3.999959945678711
fixed,3,109,3.999959945678711
fixed,3,110,3.999959945678711
fixed,3,111,3.999959945678711
fixed,3,112,3.999959945678711
fixed,3,113,3.999959945678711
fixed,3,114,3.999959945678711
fixed,3,115,3.999959945678711
fixed,3,116,3.999959945678711
fixed,3,117,3.999959945678711
fixed,3,118,3.999959945678711
fixed,3,119,3.999959945678711
fixed,3,120,3.999959945678711
fixed,3,121,3.999959945678711
fixed,3,122,3.999959945678711
fixed,3,123,3.999959945678711
fixed,3,124,3.999959945678711
fixed,3,125,3.999959945678711
fixed,3,126,3.999959945678711
fixed,3,127,3.999959945678711
fixed,3,128,3.999959945678711
fixed,4,1,3.999959945678711
fixed,4,2,3.999959945678711
fixed,4,3,3.999959945678711
fixed,4,4,3.999959945678711
fixed,4,5,3.999959945678711
fixed,4,6,3.999959945678711
fixed,4,7,3.999959945678711
fixed,4,8,3.999959945678711
fixed,4,9,3.999959945678711
fixed,4,10,3.999959945678711
fixed,4,11,3.999959945678711
fixed,4,12,3.999959945678711
fixed,4,13,3.999959945678711
fixed,4,14,3.999959945678711
fixed,4,15,3.999959945678711
fixed,4,16,3.999959945678711
fixed,4,17,3.999959945678711
fixed,4,18,3.999959945678711
fixed,4,19,3.999959945678711
fixed,4,20,3.999959945678711
fixed,4,21,3.999959945678711
fixed,4,22,3.999959945678711
fixed,4,23,3.999959945678711
fixed,4,24,3.999959945678711
fixed,4,25,3.999959945678711
fixed,4,26,3.999959945678711
fixed,4,27,3.999959945678711
fixed,4,28,3.999959945678711
fixed,4,29,3.999959945678711
fixed,4,30,3.999959945678711
fixed,4,31,3.999959945678711
fixed,4,32,3.999959945678711
fixed,4,33,3.999959945678711
fixed,4,34,3.999959945678711
fixed,4,35,3.999959945678711
fixed,4,36,3.999959945678711
fixed,4,37,3.999959945678711
fixed,4,38,3.999959945678711
fixed,4,39,3.999959945678711
fixed,4,40,3.999959945678711
fixed,4,41,3.999959945678711
fixed,4,42,3.999959945678711
fixed,4,43,3.999959945678711
fixed,4,44,3.999959945678711
fixed,4,45,3.999959945678711
fixed,4,46,3.999959945678711
fixed,4,47,3.999959945678711
fixed,4,48,3.999959945678711
fixed,4,49,3.999959945678711
fixed,4,50,3.999959945678711
fixed,4,51,3.999959945678711
fixed,4,52,3.999959945678711
fixed,4,53,3.999959945678711
fixed,4,54,3.999959945678711
fixed,4,55,3.999959945678711
fixed,4,56,3.999959945678711
fixed,4,57,3.999959945678711
fixed,4,58,3.999959945678711
fixed,4,59,3.999959945678711
fixed,4,60,3.999959945678711
fixed,4,61,3.999959945678711
fixed,4,62,3.999959945678711
fixed,4,63,3.999959945678711
fixed,4,64,3.999959945678711
fixed,4,65,3.999959945678711
fixed,4,66,3.999959945678711
fixed,4,67,3.999959945678711
fixed,4,68,3.999959945678711
fixed,4,69,3.999959945678711
fixed,4,70,3.999959945678711
fixed,4,71,3.999959945678711
fixed,4,72,3.999959945678711
fixed,4,73,3.999959945678711
fixed,4,74,3.999959945678711
fixed,4,75,3.999959945678711
fixed,4,76,3.999959945678711
fixed,4,77,3.999959945678711
fixed,4,78,3.999959945678711
fixed,4,79,3.999959945678711
fixed,4,80,3.999959945678711
fixed,4,81,3.999959945678711
fixed,4,82,3.999959945678711
fixed,4,83,3.999959945678711
fixed,4,84,3.999959945678711
fixed,4,85,3.999959945678711
fixed,4,86,3.999959945678711
fixed,4,87,3.999959945678711
fixed,4,88,3.999959945678711
fixed,4,89,3.999959945678711
fixed,4,90,3.999959945678711
fixed,4,91,3.999959945678711
fixed,4,92,3.999959945678711
fixed,4,93,3.999959945678711
fixed,4,94,3.999959945678711
fixed,4,95,3.999959945678711
fixed,4,96,3.999959945678711
fixed,4,97,3.999959945678711
fixed,4,98,3.999959945678711
fixed,4,99,3.999959945678711
fixed,4,100,3.999959945678711
fixed,4,101,3.999959945678711
fixed,4,102,3.999959945678711
fixed,4,103,3.999959945678711
fixed,4,104,3.999959945678711
fixed,4,105,3.999959945678711
fixed,4,106,3.999959945678711
fixed,4,107,3.999959945678711
fixed,4,108,3.999959945678711
fixed,4,109,3.999959945678711
fixed,4,110,3.999959945678711
fixed,4,111,3.999959945678711
fixed,4,112,3.999959945678711
fixed,4,113,3.999959945678711
fixed,4,114,3.999959945678711
fixed,4,115,3.999959945678711
fixed,4,116,3.999959945678711
fixed,4,117,3.999959945678711
fixed,4,118,3.999959945678711
fixed,4,119,3.999959945678711
fixed,4,120,3.999959945678711
fixed,4,121,3.999959945678711
fixed,4,122,3.999959945678711
fixed,4,123,3.999959945678711
fixed,4,124,3.999959945678711
fixed,4,125,3.999959945678711
fixed,4,126,3.999959945678711
fixed,4,127,3.999959945678711
fixed,4,128,3.999959945678711
